CITY NAME,ZIP,ADDRESSE ,OWNER,CARE OF,MAIL ADDRESSE,MAIL CITY,MAIL STATE,MAIL ZIP
DELAND,32720,1404 W WINNEMISSETT AVE,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1686 BLUE RIBBON BLVD,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,214 WOOD HOLLOW RD,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,995 WEST PKWY,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1362 LAZY RIVER LN,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,913 CASCADE FALLS LN,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2301 LITCHFIELD LOOP,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,907 SUMMIT ASH CT,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1321 BLUE STREAM RD,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,816 S BENTON LAKE DR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1714 WESTVIEW DR,SFR JV 1 2021 1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1423 BENT OAKS BLVD,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,368 HERITAGE ESTATES LN,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1535 HONTOON RD,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1204 BEXLEY CT,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1166 E GLEN FALLS RD,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,806 W CHURCH ST,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,110 E LAKE VICTORIA CIR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,111 WILEY AVE,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1224 BRAMLEY LN,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,304 CHURCHILL DOWNS BLVD,SFR JV-2 DDTL BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,2440 PRINCETON RD,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,2326 KENNINGTON COVE,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,617 CHAMPIONS GATE BLVD,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,308 HERITAGE ESTATES LN,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,101 LAKE WINNEMISSETT DR,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2344 LITCHFIELD LOOP,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1088 CADES COVE WAY,RESIDENTIAL HOME BUYER-E ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,351 FAIRMOUNT PARK CT,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2288 LITCHFIELD LOOP,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1064 CADES COVE WAY,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,3889 ARBORVITAE WAY,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,325 NOWELL LOOP,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2868 LINDA DR,SFR JV-HD TL BORROWER B LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1461 MAPLE LEAF LN,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,524 E CHURCH ST,STAR 2021-SFR2 BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2790 MAGNOLIA RD,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,845 S BROOKS AVE,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1370 HEATHER GLEN DR,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,2034 5TH AVE,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1375 RILEY CIR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2309 LITCHFIELD LOOP,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2261 LITCHFIELD LOOP,IH6 PROPERTY FLORIDA L P,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1381 RILEY CIR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,712 VASSAR RD,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,121 CINNAMON OAK DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2021 CADES COVE WAY,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,512 E DIVISION ST,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1435 SAFFRON TR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1951 7TH AVE,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,909 N LAKE LINDLEY DR,BERM FW RESIDENTIAL HOME BUYER,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1201 BEXLEY CT,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1670 S HIGH ST,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,703 W CHELSEA ST,SEGAVEPO 2 LLC,"RYAN, LLC",PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,3411 WILD OCELOT CT,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1524 SCRUB JAY CT,SFR JV-HD 2024-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,271 EAST FIESTA KEY LOOP,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,507 JOHN THOMAS AVE,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,697 PREAKNESS CIR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,425 E NEW HAMPSHIRE AVE,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,710 LINDLEY BLVD,SFR JV-HD TL BORROWER B LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1090 3RD AVE,SFR JV-1 2021-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2237 LITCHFIELD LOOP,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1092 CADES COVE WAY,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,733 DUTCH NECK CT,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2117 GLENWOOD HAMMOCK RD,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1460 W EUCLID AVE,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1513 LANCASHIRE WAY,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1986 6TH AVE,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,2320 GARDENIA RD,SFR JV-HD TL BORROWER B LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1337 RILEY CIR,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1349 ROLLING RIVER RD,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1637 CHELSEA MANOR CIR,SFR JV-HD TL BORROWER A LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,916 NORTHERN OAKS TER,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1706 WESTVIEW DR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,692 PREAKNESS CIR,SFR JV-2 2022-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,3813 ARBORVITAE WAY,SFR JV 1 2021 1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,2710 PARK LAKE DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,947 CASCADES PARK TR,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1420 HEATHER GLEN DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,143 POINT PLEASANT RD,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2297 LITCHFIELD LOOP,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,103 BLACK LOCUST RD,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1080 CADES COVE WAY,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1402 BENT OAKS BLVD,IH4 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2020 BUCKHANON TR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,2040 BUCKHANON TR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1073 CADES COVE WAY,SFR JV-HD TL BORROWER B LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1512 CLAPTON DR,TRICON SFR 2024 3 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,238 DUKE DR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1523 SCRUB JAY CT,SFR JV-HD TL BORROWER B LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,1508 CLAPTON DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,408 PURSLEY DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1465 3RD AVE,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,300 RIDGEWAY BLVD,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32720,609 WHITE OAK WAY,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,1630 CHELSEA MANOR CIR,INVITATION HOMES 7 LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELAND,32724,2850 LAUREL RD,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELEON SPRINGS,32130,835 REYNOLDS RD,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1391 GAINESVILLE LN,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3020 MALCOLM DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3140 BYINGTON TER,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1370 SAN CARLOS AVE,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3084 TWINLEAF AVE,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1842 MONTICELLO ST,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2000 MONTECITO AVE,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2310 ALTON RD,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2549 COACHMAN DR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1931 W NEMO DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2561 ALTON RD,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1723 MITTEN TER,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,737 CHARING PL,IH4 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3041 TEAK CT,SFR JV 1 2021 1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2038 KEYES LN,MONTGOMERY STREET HOMES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2381 AINSWORTH AVE,IH4 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1317 FALLWOOD DR,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1268 MAXIMILIAN ST,TRICON SFR 2023-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,669 WING TER,SWAY 2014 1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3262 WILD PEPPER CT,IH6 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,644 VICKSBURG ST,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1181 ANDERSON ST,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1016 PIONEER DR,SFR XII ORLANDO OWNER 1 L P,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2441 BELEN DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3280 UTAH DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,920 SHENANDOAH AVE,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,381 COVENTRY ESTATES BLVD,IH5 PROPERTY FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2241 EVANGELINA AVE,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2612 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2657 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2661 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2681 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2689 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3165 HOOVER DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2695 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2703 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,943 HEMINGWAY DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1743 HAVERHILL DR,MONTGOMERY STREET HOMES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1818 COROLLA CT,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2007 W BARLINGTON DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2436 DELBARTON AVE,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,889 GOLDCOAST DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1996 S OLD MILL DR,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2394 KERRIDALE ST,MONTGOMERY STREET HOMES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1455 PROVIDENCE BLVD,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,928 HUGO CIR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3503 FERNANDA DR,PATHWAY HOMES BUYER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2901 W HURON DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,495 ELDRON AVE,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1670 E APACHE CIR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3441 CLINGMAN ST,SFR JV-2 2023-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2729 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2757 ISLAND POND RD,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2652 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2648 ISLAND WALK DR,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1088 E PAGE DR,TBR SFR ORLANDO OWNER 1 LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2531 DUMAS DR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3081 BLAINE CIR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1025 IRELAND DR,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1126 TREADWAY DR,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1567 NAPLES CIR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3283 CROTON AVE,SFR JV 1 2021 1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,861 YELLOWBIRD AVE,RESIDENTIAL HOME BUYER ORLANDO LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2479 E TIPTON DR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1025 LEEWARD DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3095 BRANCHVILLE DR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2252 MATTHEW CIR,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3354 BRADFORD AVE,SWAY 2014-1 BORROWER LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,531 N GLORIA DR,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,832 MERRIMAC ST,SFR XII ORLANDO OWNER 1 L P,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,963 LEYBURN DR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1001 MONTEREY DR,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,3220 ALLING CT,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1450 FREEPORT DR,SFR JV-2 2022-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1390 BAILEY AVE,2018-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2231 E ANNAPOLIS DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1450 LODGE TER,IH3 PROPERTY FLORIDA LP,% ALTUS GROUP US INC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,728 READING TER,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1142 E NORMANDY BLVD,HPA III ACQUISITIONS 1 LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2153 E GLORIA DR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2397 AINSWORTH AVE,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2174 E GLORIA DR,2018-3 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,1241 HUMPHREY BLVD,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,772 KANGAROO CT,THR FLORIDA LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3100 WAINWRIGHT ST,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,661 SPREADING OAK AVE,SFR JV-1 2020-1 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3389 WINDMILL AVE,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1838 N ACADIAN DR,SFR JV-2 2024-2 BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,3342 DEWBERRY DR,SFR JV-HD TL BORROWER B LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2901 BEDFORD ST,TAH MS BORROWER LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,1124 MADURA DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2718 BECKWITH ST,2019-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,2797 BENROCK TER,SRP SUB LLC,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2576 COACHMAN DR,2017-1 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2920 GRAYTON ST,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32738,2913 E WACO DR,2017-2 IH BORROWER LP,,PO BOX 4900,SCOTTSDALE,AZ,85261
DELTONA,32725,508 N WELLINGTON DR,BISMUTH PROPCO SERIES LLC,C/O RYAN LLC,PO BOX 4900,SCOTTSDALE,AZ,85261
